StudyID,Species,Taxon.group,Endo.Ecto,Lat.Decimal.Degrees,Trait.Name,Fitness.Measure.Defined,N,linear.coefs,linear.coefs.se,grad.diff,elevation,abs.Lat
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,143,-0.016,0.041,grad,39,52.0833
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,23,-0.016,0.109,grad,10,51.641
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,213,-0.016,0.034,grad,-2,53.2833
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,63,-0.0156816,NA,grad,8,25.745
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,120,-0.015,0.046,grad,39,52.0833
67,Ovis aries,V,Endo,57.814,hindlimb length - adult females,survival,164,-0.015,0.025,grad,121,57.814
11,Calopteryx splendens,I,Ecto,55.6333,Total length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",785,-0.014668,NA,grad,33,55.6333
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,259,-0.013,0.03,grad,39,52.0833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak width,juvenile survival,463,-0.013,NA,grad,971,46.8607
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,97,-0.013,NA,grad,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,44,-0.0126418,NA,grad,8,25.745
37,Stegastes partitus,V,Ecto,23.7429,Relative growth rate (Dk),Longevity,66,-0.012,0.072,grad,-24,23.7429
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,70,-0.011,0.059,grad,10,51.641
51,Poecilia reticulata,V,Ecto,10.4606,Body Size,survival,NA,-0.01,NA,grad,88,10.4606
51,Poecilia reticulata,V,Ecto,10.4606,Body Size,survival,NA,-0.01,NA,grad,88,10.4606
75,Salmo salar,V,Ecto,42.4167,body length (immature fish),Age-1 winter survival,640,-0.01,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body length (immature + mature fish),Age-1 winter survival,751,-0.01,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body length (immature fish),Age-1 summer survival,197,-0.01,NA,grad,124,42.4167
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,79,-0.01,0.057,grad,10,51.641
79,Phasianus colchicus,V,Endo,55.7232,bill length,female survival,31,-0.01,NA,grad,17,55.7232
75,Salmo salar,V,Ecto,42.4167,condition factor (immature fish),Age-1 winter survival,640,-0.01,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,condition factor (immature + mature fish),Age-1 winter survival,306,-0.01,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,condition factor (immature fish),Age-2 winter survival,96,-0.01,NA,grad,124,42.4167
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culd,survival,NA,-0.01,0.08,grad,-17,23.4333
11,Calopteryx splendens,I,Ecto,55.7,Hindwing length,"Minimum lifespan in field (a measure of survival), H_je «_Å population",992,-0.009402,NA,grad,10,55.7
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,70,-0.009,0.06,grad,10,51.641
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,68,-0.0082,NA,grad,8,25.745
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,280,-0.008,0.03,grad,39,52.0833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,229,-0.008,0.033,grad,-2,53.2833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,76,-0.008,0.058,grad,-2,53.2833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,288,-0.008,0.03,grad,-2,53.2833
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),63,-0.007643051,0.5174041,grad,29,42.5667
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,284,-0.006,NA,grad,971,46.8607
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),189,-0.005919388,0.28463277,grad,29,42.5667
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,237,-0.005,0.032,grad,-2,53.2833
11,Calopteryx splendens,I,Ecto,55.6333,Mass,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",785,-0.004019,NA,grad,33,55.6333
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,289,-0.004,0.029,grad,39,52.0833
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,103,-0.003,0.049,grad,10,51.641
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,104,-0.003,0.049,grad,-2,53.2833
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,134,-0.002,0.043,grad,39,52.0833
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,85,-0.002,0.055,grad,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,50,-0.002,0.073,grad,10,51.641
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,229,-0.002,0.033,grad,-2,53.2833
61,Negaprion brevirostris,V,Ecto,25.745,growth,survival,41,-0.0017,NA,grad,8,25.745
75,Salmo salar,V,Ecto,42.4167,body length (immature fish),Age-1 winter survival,379,0,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body length (immature + mature fish),Age-1 winter survival,469,0,NA,grad,124,42.4167
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,197,0,0.036,grad,39,52.0833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,176,0,0.038,grad,-2,53.2833
75,Salmo salar,V,Ecto,42.4167,condition factor (immature + mature fish),Age-1 winter survival,751,0,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,condition factor (immature + mature fish),Age-1 summer survival,282,0,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,growth (immature + mature fish),Age-1 summer survival,168,0,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,condition factor (immature + mature fish),Age-1 summer survival,508,0,NA,grad,124,42.4167
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,184,0.001,0.036,grad,39,52.0833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,167,0.001,0.039,grad,-2,53.2833
74,Oncorhynchus nerka,V,Ecto,59.3217,body length,Male survival,419,0.002,0.022,grad,19,59.3217
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,205,0.002,0.034,grad,39,52.0833
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,308,0.002,0.025,grad,39,52.0833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,138,0.003,0.042,grad,-2,53.2833
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,74,0.004,0.059,grad,10,51.641
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,220,0.004,0.032,grad,-2,53.2833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,285,0.005,NA,grad,971,46.8607
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,178,0.005,0.038,grad,-2,53.2833
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,278,0.006,0.027,grad,39,52.0833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,276,0.006,NA,grad,971,46.8607
144,Carpodacus mexicanus,V,Endo,46.8607,Beak width,juvenile survival,563,0.006,NA,grad,971,46.8607
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1307,0.006,0.103,grad,26,57.1667
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,170,0.007,0.038,grad,39,52.0833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,603,0.007,NA,grad,971,46.8607
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,60,0.007,0.066,grad,10,51.641
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,252,0.007,0.032,grad,-2,53.2833
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,49,0.008,0.073,grad,10,51.641
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,103,0.009,0.05,grad,10,51.641
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,308,0.009,0.025,grad,39,52.0833
51,Poecilia reticulata,V,Ecto,10.4606,Body Size,survival,NA,0.01,NA,grad,88,10.4606
75,Salmo salar,V,Ecto,42.4167,body length (immature + mature fish),Age-1 summer survival,508,0.01,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body length (immature + mature fish),Age-1 summer survival,444,0.01,NA,grad,124,42.4167
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,70,0.01,0.059,grad,10,51.641
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,194,0.01,0.035,grad,39,52.0833
75,Salmo salar,V,Ecto,42.4167,growth (immature fish),Age-1 summer survival,112,0.01,NA,grad,124,42.4167
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,wing,survival,NA,0.01,0.05,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tail,survival,NA,0.01,0.06,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,cull,survival,NA,0.01,0.08,grad,-17,23.4333
11,Calopteryx splendens,I,Ecto,55.6333,Hindwing width,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",374,0.01069,NA,grad,33,55.6333
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,209,0.011,0.035,grad,-2,53.2833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,342,0.013,NA,grad,971,46.8607
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,498,0.013,NA,grad,971,46.8607
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,147,0.013,0.041,grad,39,52.0833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak width,juvenile survival,284,0.014,NA,grad,971,46.8607
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1307,0.014,0.103,grad,26,57.1667
36,Parus major,V,Endo,51.7773,Egg weight,Viability,2043,0.014,0.033,grad,113,51.7773
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,171,0.015,0.036,grad,-2,53.2833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,212,0.015,0.034,grad,-2,53.2833
93,Psilocorsis quercicella,I,Ecto,39.0369,pupal mass,"Survival - adult mortality, 1st generation",323,0.016,0.008,grad,184,39.0369
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,289,0.016,0.029,grad,39,52.0833
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culmen length,survival,172,0.016,NA,grad,-17,23.4333
11,Calopteryx splendens,I,Ecto,55.6333,Hindwing length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",785,0.016414,NA,grad,33,55.6333
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,150,0.017,0.037,grad,39,52.0833
67,Ovis aries,V,Endo,57.814,hindlimb length - adult females,survival,89,0.017,0.071,grad,121,57.814
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,203,0.017,0.035,grad,-2,53.2833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak width,juvenile survival,474,0.018,NA,grad,971,46.8607
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,246,0.018,0.032,grad,-2,53.2833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak width,juvenile survival,435,0.019,NA,grad,971,46.8607
67,Ovis aries,V,Endo,57.814,hindlimb length - adult females,survival,98,0.019,0.05,grad,121,57.814
51,Poecilia reticulata,V,Ecto,10.4606,Body Size,survival,NA,0.02,NA,grad,88,10.4606
75,Salmo salar,V,Ecto,42.4167,body length (immature fish),Age-1 summer survival,323,0.02,NA,grad,124,42.4167
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,173,0.02,0.036,grad,39,52.0833
79,Phasianus colchicus,V,Endo,55.7232,wing length,male survival,38,0.02,NA,grad,17,55.7232
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culd,survival,NA,0.02,0.07,grad,-17,23.4333
67,Ovis aries,V,Endo,57.814,body weight -  adult males,survival,36,0.021,0.058,grad,121,57.814
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,46,0.021,0.07,grad,10,51.641
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,301,0.021,0.029,grad,39,52.0833
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,157,0.021,0.04,grad,39,52.0833
67,Ovis aries,V,Endo,57.814,hindlimb length - adult males,survival,55,0.022,0.159,grad,121,57.814
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,71,0.022,0.059,grad,10,51.641
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,285,0.023,0.03,grad,39,52.0833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,664,0.023,NA,grad,971,46.8607
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,186,0.024,0.035,grad,39,52.0833
67,Ovis aries,V,Endo,57.814,hindlimb length - adult females,survival,96,0.024,0.019,grad,121,57.814
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,83,0.024,0.056,grad,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,98,0.024,0.051,grad,10,51.641
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,210,0.025,0.035,grad,-2,53.2833
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,71,0.027,0.061,grad,10,51.641
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,172,0.027,0.038,grad,-2,53.2833
61,Negaprion brevirostris,V,Ecto,25.745,body length,survival,68,0.029,NA,grad,8,25.745
67,Ovis aries,V,Endo,57.814,body weight - adult females,survival,96,0.029,0.017,grad,121,57.814
11,Calopteryx splendens,I,Ecto,55.6333,Thorax width,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",785,0.029132,NA,grad,33,55.6333
11,Calopteryx splendens,I,Ecto,55.6333,Abdomen length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",486,0.029684,NA,grad,33,55.6333
75,Salmo salar,V,Ecto,42.4167,body length (immature fish),Age-1 winter survival,230,0.03,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,body length (immature + mature fish),Age-1 winter survival,306,0.03,NA,grad,124,42.4167
132,Anolis sagrei,V,Ecto,23.4833,hindlimb length,survival,171,0.03,0.015,grad,-1,23.4833
79,Phasianus colchicus,V,Endo,55.7232,bill length,female survival,54,0.03,NA,grad,17,55.7232
79,Phasianus colchicus,V,Endo,55.7232,wing length,female survival,54,0.03,NA,grad,17,55.7232
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tarsus,survival,NA,0.03,0.07,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,wing,survival,NA,0.03,0.07,grad,-17,23.4333
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,285,0.031,NA,grad,971,46.8607
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,71,0.031,0.054,grad,10,51.641
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,70,0.031,0.061,grad,10,51.641
11,Calopteryx splendens,I,Ecto,55.7,Abdomen length,"Minimum lifespan in field (a measure of survival), H_je «_Å population",453,0.031032,NA,grad,10,55.7
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,182,0.032,0.036,grad,39,52.0833
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,292,0.033,0.025,grad,39,52.0833
61,Negaprion brevirostris,V,Ecto,25.745,body length,survival,44,0.0338474,NA,grad,8,25.745
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,524,0.034,NA,grad,971,46.8607
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,189,0.035,0.036,grad,39,52.0833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak width,juvenile survival,285,0.035,NA,grad,971,46.8607
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,72,0.035,0.06,grad,10,51.641
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,144,0.035,0.038,grad,39,52.0833
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,149,0.036,0.041,grad,39,52.0833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,267,0.036,0.031,grad,-2,53.2833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,250,0.036,0.032,grad,-2,53.2833
15,Parus caeruleus,V,Endo,42.55,chick tarsus length,survival (recruitment to the breeding population),172,0.037727526,0.19937037,grad,593,42.55
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,320,0.038,0.026,grad,39,52.0833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,197,0.038,0.035,grad,-2,53.2833
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.0384,0.0191,grad,121,57.814
11,Calopteryx splendens,I,Ecto,55.6333,Mass,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",486,0.039124,NA,grad,33,55.6333
61,Negaprion brevirostris,V,Ecto,25.745,body length,survival,82,0.04,NA,grad,8,25.745
132,Anolis sagrei,V,Ecto,23.4833,forlimb length,survival,171,0.04,0.12,grad,-1,23.4833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,177,0.04,0.038,grad,-2,53.2833
75,Salmo salar,V,Ecto,42.4167,growth (immature fish),Age-2 winter survival,105,0.04,NA,grad,124,42.4167
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1299,0.041,0.09,grad,26,57.1667
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,498,0.042,NA,grad,971,46.8607
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,563,0.043,NA,grad,971,46.8607
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,68,0.043,0.055,grad,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,95,0.043,0.052,grad,10,51.641
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.0434,0.0181,grad,121,57.814
61,Negaprion brevirostris,V,Ecto,25.745,growth,survival,44,0.043956,NA,grad,8,25.745
93,Psilocorsis quercicella,I,Ecto,39.0369,pupal mass,"Survival - adult mortality, 1st generation",204,0.044,0.01,grad,184,39.0369
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,268,0.045,0.031,grad,-2,53.2833
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,277,0.046,0.028,grad,39,52.0833
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,21,0.046,0.116,grad,10,51.641
11,Calopteryx splendens,I,Ecto,55.6333,Thorax length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",374,0.046468,NA,grad,33,55.6333
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,280,0.047,0.03,grad,-2,53.2833
11,Calopteryx splendens,I,Ecto,55.7,Thorax length,"Minimum lifespan in field (a measure of survival), H_je «_Å population",992,0.047668,NA,grad,10,55.7
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,280,0.048,0.027,grad,39,52.0833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,199,0.048,0.035,grad,-2,53.2833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak width,juvenile survival,498,0.049,NA,grad,971,46.8607
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,176,0.049,0.038,grad,-2,53.2833
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,34,0.0490539,NA,grad,8,25.745
75,Salmo salar,V,Ecto,42.4167,body length (immature fish),Age-1 summer survival,374,0.05,NA,grad,124,42.4167
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,298,0.05,0.025,grad,39,52.0833
75,Salmo salar,V,Ecto,42.4167,growth (immature fish),Age-1 winter survival,107,0.05,NA,grad,124,42.4167
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,83,0.051,0.053,grad,10,51.641
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,91,0.051,0.053,grad,10,51.641
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,117,0.051,0.047,grad,-2,53.2833
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,51,0.0512,NA,grad,8,25.745
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,272,0.054,0.03,grad,-2,53.2833
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,183,0.055,0.035,grad,39,52.0833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,140,0.055,0.042,grad,-2,53.2833
93,Psilocorsis quercicella,I,Ecto,39.0369,pupal mass,"Survival - adult mortality, 2nd generation",273,0.056,0.096,grad,184,39.0369
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,435,0.056,NA,grad,971,46.8607
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,239,0.056,0.032,grad,-2,53.2833
11,Calopteryx splendens,I,Ecto,55.6333,Thorax length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",785,0.056529,NA,grad,33,55.6333
15,Parus caeruleus,V,Endo,42.55,chick tarsus length,survival (recruitment to the breeding population),162,0.056992962,0.10848723,grad,593,42.55
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,67,0.057,0.06,grad,10,51.641
51,Poecilia reticulata,V,Ecto,10.4606,Body Size,survival,NA,0.06,NA,grad,88,10.4606
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1183,0.06,0.071,grad,26,57.1667
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,252,0.06,0.031,grad,-2,53.2833
79,Phasianus colchicus,V,Endo,55.7232,tarsus length,male survival,38,0.06,NA,grad,17,55.7232
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,cull,survival,NA,0.06,0.06,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culw,survival,NA,0.06,0.06,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culd,survival,NA,0.06,0.08,grad,-17,23.4333
74,Oncorhynchus nerka,V,Ecto,59.3217,body depth,Male survival,419,0.061,0.022,grad,19,59.3217
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,36,0.062,0.084,grad,10,51.641
15,Parus caeruleus,V,Endo,43.6667,chick tarsus length,survival (recruitment to the breeding population),452,0.062463034,0.17362483,grad,232,43.6667
37,Stegastes partitus,V,Ecto,23.6725,Asymptotic body size (Tlmax),Longevity,87,0.063,0.052,grad,0,23.6725
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,72,0.064,0.06,grad,10,51.641
119,Aquarius remigis,I,Ecto,45.5167,abdomen length,longevity,50,0.065,NA,grad,31,45.5167
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,100,0.065,0.05,grad,-2,53.2833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,102,0.065,0.05,grad,-2,53.2833
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,208,0.065,0.034,grad,-2,53.2833
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),143,0.065809118,0.43330832,grad,232,43.6667
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,193,0.066,0.036,grad,-2,53.2833
67,Ovis aries,V,Endo,57.814,hindlimb length - adult males,survival,43,0.067,0.128,grad,121,57.814
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,79,0.069,0.057,grad,10,51.641
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,196,0.069,0.035,grad,39,52.0833
79,Phasianus colchicus,V,Endo,55.7232,bill width,female survival,54,0.07,NA,grad,17,55.7232
75,Salmo salar,V,Ecto,42.4167,growth (immature + mature fish),Age-1 winter survival,142,0.07,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,growth (immature + mature fish),Age-1 summer survival,257,0.07,NA,grad,124,42.4167
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tail,survival,NA,0.07,0.06,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culw,survival,NA,0.07,0.06,grad,-17,23.4333
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,146,0.071,0.041,grad,39,52.0833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,137,0.071,0.043,grad,-2,53.2833
61,Negaprion brevirostris,V,Ecto,25.745,body length,survival,66,0.073,NA,grad,8,25.745
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.0733,0.0292,grad,121,57.814
158,Parus major,V,Endo,52.0833,adult body mass,survival to the next breeding season,167,0.074,0.036,grad,39,52.0833
67,Ovis aries,V,Endo,57.814,body weight - adult females,survival,164,0.075,0.026,grad,121,57.814
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,147,0.075477,NA,grad,8,25.745
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,140,0.076,0.041,grad,-2,53.2833
11,Calopteryx splendens,I,Ecto,55.7,Forewing length,"Minimum lifespan in field (a measure of survival), H_je «_Å population",992,0.076229,NA,grad,10,55.7
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.0765,0.0308,grad,121,57.814
11,Calopteryx splendens,I,Ecto,55.7,Hindwing width,"Minimum lifespan in field (a measure of survival), H_je «_Å population",992,0.077862,NA,grad,10,55.7
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,563,0.078,NA,grad,971,46.8607
36,Parus major,V,Endo,51.7773,Egg weight,Viability,1220,0.078,0.042,grad,113,51.7773
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,45,0.079,0.076,grad,10,51.641
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tarsus,survival,NA,0.08,0.09,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tail,survival,NA,0.08,0.07,grad,-17,23.4333
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,81,0.082,0.056,grad,10,51.641
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,165,0.084,0.039,grad,-2,53.2833
15,Parus caeruleus,V,Endo,42.55,chick weight,survival (recruitment to the breeding population),190,0.085026117,0.32691836,grad,593,42.55
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,261,0.087,0.031,grad,-2,53.2833
75,Salmo salar,V,Ecto,42.4167,body length (immature + mature fish),Age-1 summer survival,267,0.09,NA,grad,124,42.4167
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culw,survival,NA,0.09,0.08,grad,-17,23.4333
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,35,0.09078,NA,grad,8,25.745
67,Ovis aries,V,Endo,57.814,body weight - adult females,survival,48,0.091,0.047,grad,121,57.814
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,176,0.091,0.035,grad,-2,53.2833
158,Parus major,V,Endo,53.2833,adult body mass,survival to the next breeding season,192,0.092,0.035,grad,-2,53.2833
